 , ,Classe 0,Classe 1,Classe 2,All Class
Execution Number,Accuracy ,Precision/Recall/F-Score,Precision/Recall/F-Score,Precision/Recall/F-Score,Precision/Recall/F-Score/Support,Silhouette Coefficient,Time (seconds)
1,0.49096385542168675,[ 0.28571429  0.49538462],[ 0.01204819  0.96987952],[ 0.02312139  0.65580448],[   0.39054945    0.49096386    0.33946293  166.        ],-0.058214553300408881,2.7160000801086426
2,0.53012048192771088,[ 0.51582278  0.8125    ],[ 0.98192771  0.07831325],[ 0.67634855  0.14285714],[   0.66416139    0.53012048    0.40960285  166.        ],-0.076407280856604365,3.6430001258850098
3,0.47891566265060243,[ 0.48909657  0.18181818],[ 0.94578313  0.01204819],[ 0.64476386  0.02259887],[   0.33545738    0.47891566    0.33368137  166.        ],-0.093617159999686242,4.6549999713897705
4,0.51204819277108438,[ 0.50617284  0.75      ],[ 0.98795181  0.03614458],[ 0.66938776  0.06896552],[   0.62808642    0.51204819    0.36917664  166.        ],-0.071601993553283852,5.734999895095825
5,0.46385542168674698,[ 0.       0.48125],[ 0.          0.92771084],[ 0.          0.63374486],[   0.240625      0.46385542    0.31687243  166.        ],-0.16909015371832156,6.809000015258789
6,0.51807228915662651,[ 0.50961538  0.65      ],[ 0.95783133  0.07831325],[ 0.66527197  0.13978495],[   0.57980769    0.51807229    0.40252846  166.        ],-0.02403638115341368,7.615000009536743
7,0.50602409638554213,[ 0.75        0.50304878],[ 0.01807229  0.9939759 ],[ 0.03529412  0.66801619],[   0.62652439    0.5060241     0.35165516  166.        ],-0.079504353078213311,8.838000059127808
8,0.49096385542168675,[ 0.28571429  0.49538462],[ 0.01204819  0.96987952],[ 0.02312139  0.65580448],[   0.39054945    0.49096386    0.33946293  166.        ],-0.058214553300408922,9.82699990272522
9,0.47891566265060243,[ 0.11111111  0.48916409],[ 0.0060241   0.95180723],[ 0.01142857  0.64621677],[   0.3001376     0.47891566    0.32882267  166.        ],-0.13340829381059421,10.549000024795532
10,0.50602409638554213,[ 1.         0.5030303],[ 0.01204819  1.        ],[ 0.02380952  0.66935484],[   0.75151515    0.5060241     0.34658218  166.        ],-0.23719192880946277,11.9760000705719
11,0.5,[ 0.5  0.5],[ 0.98795181  0.01204819],[ 0.66396761  0.02352941],[   0.5           0.5           0.34374851  166.        ],-0.0060240963855420762,12.634999990463257
12,0.50602409638554213,[ 1.         0.5030303],[ 0.01204819  1.        ],[ 0.02380952  0.66935484],[   0.75151515    0.5060241     0.34658218  166.        ],-0.23719192880946277,14.066999912261963
13,0.49397590361445781,[ 0.4969697  0.       ],[ 0.98795181  0.        ],[ 0.66129032  0.        ],[   0.24848485    0.4939759     0.33064516  166.        ],-0.23719192880946277,14.633000135421753
14,0.51807228915662651,[ 0.50920245  1.        ],[ 1.          0.03614458],[ 0.67479675  0.06976744],[   0.75460123    0.51807229    0.37228209  166.        ],-0.21000926784059312,15.70799994468689
15,0.53614457831325302,[ 0.51875  1.     ],[ 1.          0.07228916],[ 0.68312757  0.13483146],[   0.759375      0.53614458    0.40897952  166.        ],-0.16909015371832156,17.174000024795532
16,0.46686746987951805,[ 0.07692308  0.48275862],[ 0.0060241   0.92771084],[ 0.01117318  0.63505155],[   0.27984085    0.46686747    0.32311237  166.        ],-0.13007310509240805,17.681999921798706
17,0.51506024096385539,[ 0.50778816  0.72727273],[ 0.98192771  0.04819277],[ 0.66940452  0.09039548],[   0.61753044    0.51506024    0.3799      166.        ],-0.057068237881177201,18.67799997329712
18,0.50301204819277112,[ 0.5015873   0.52941176],[ 0.95180723  0.05421687],[ 0.65696466  0.09836066],[   0.51549953    0.50301205    0.37766266  166.        ],-0.0068545747876249379,20.276000022888184
19,0.4759036144578313,[ 0.          0.48765432],[ 0.          0.95180723],[ 0.          0.64489796],[   0.24382716    0.47590361    0.32244898  166.        ],-0.19638927225931591,20.835999965667725
20,0.52108433734939763,[ 1.          0.51076923],[ 0.04216867  1.        ],[ 0.08092486  0.67617108],[   0.75538462    0.52108434    0.37854797  166.        ],-0.20320169567157509,21.800000190734863
21,0.53614457831325302,[ 0.51875  1.     ],[ 1.          0.07228916],[ 0.68312757  0.13483146],[   0.759375      0.53614458    0.40897952  166.        ],-0.16909015371832156,23.520999908447266
22,0.52409638554216864,[ 0.51265823  0.75      ],[ 0.97590361  0.07228916],[ 0.67219917  0.13186813],[   0.63132911    0.52409639    0.40203365  166.        ],-0.055855889568588418,23.83299994468689
23,0.49096385542168675,[ 0.38461538  0.49529781],[ 0.03012048  0.95180723],[ 0.05586592  0.65154639],[   0.4399566     0.49096386    0.35370616  166.        ],-0.020635344012439105,24.72699999809265
24,0.50602409638554213,[ 1.         0.5030303],[ 0.01204819  1.        ],[ 0.02380952  0.66935484],[   0.75151515    0.5060241     0.34658218  166.        ],-0.23719192880946277,26.585000038146973
25,0.53915662650602414,[ 0.52037618  1.        ],[ 1.          0.07831325],[ 0.68453608  0.1452514 ],[   0.76018809    0.53915663    0.41489374  166.        ],-0.16225278472380086,26.753999948501587
 ,Accuracy,Precison,Recall,F-Score
Media Final:,0.50433734939759034,0.54703346806149922,0.50433734939759034,0.36191809137217151
